Nombre_empresa,Apellido,conteo
"SOCIEDAD ANONIMA DE DEPORTES, CLUB DE GOLF SANTIAGO",GUERRERO,2
"SOCIEDAD ANONIMA DE DEPORTES, CLUB DE GOLF SANTIAGO",LYON,2
"SOCIEDAD ANONIMA DE DEPORTES, CLUB DE GOLF SANTIAGO",VALDES,3
"SOCIEDAD ANONIMA DE DEPORTES, CLUB DE GOLF SANTIAGO",VALENZUELA,2
"SOCIEDAD ANONIMA DE DEPORTES, CLUB DE GOLF SANTIAGO",VICUNA,2
SOCIEDAD ANONIMA ESTADIO ESPAÑOL,GONZALEZ,3
SOCIEDAD ANONIMA VIÑA SANTA RITA,BARROS,2
SOCIEDAD ANONIMA VIÑA SANTA RITA,FIGUEROA,2
SOCIEDAD AUSTRAL DE ELECTRICIDAD S.A.,PURCELL,2
SOCIEDAD CONCESIONARIA AUTOPISTA CENTRAL S.A.,DIAZ,3
SOCIEDAD CONCESIONARIA AUTOPISTA INTERPORTUARIA S.A.,BEZANILLA,4
SOCIEDAD CONCESIONARIA AUTOPISTA INTERPORTUARIA S.A.,SAAVEDRA,3
SOCIEDAD CONCESIONARIA MELIPILLA S.A.,BEZANILLA,4
SOCIEDAD CONCESIONARIA MELIPILLA S.A.,SAAVEDRA,3
SOCIEDAD CONCESIONARIA RUTA DEL ALGARROBO S.A.,FERNANDEZ,3
SOCIEDAD CONCESIONARIA RUTA DEL ALGARROBO S.A.,GARCIA,3
SOCIEDAD CONCESIONARIA RUTA DEL ALGARROBO S.A.,SILVA,2
SOCIEDAD CONCESIONARIA RUTA DEL LIMARI S.A.,FERNANDEZ,2
SOCIEDAD CONCESIONARIA RUTA DEL LIMARI S.A.,GARCIA,3
SOCIEDAD CONCESIONARIA RUTA DEL LIMARI S.A.,SILVA,2
SOCIEDAD CONCESIONARIA RUTA DEL LIMARI S.A.,VARGAS,2
SOCIEDAD CONCESIONARIA RUTAS DEL DESIERTO S.A.,FERNANDEZ,3
SOCIEDAD CONCESIONARIA RUTAS DEL DESIERTO S.A.,GARCIA,2
SOCIEDAD CONCESIONARIA SALUD SIGLO XXI S.A.,FERNANDEZ,2
SOCIEDAD CONCESIONARIA SALUD SIGLO XXI S.A.,GARCIA,2
SOCIEDAD CONCESIONARIA SALUD SIGLO XXI S.A.,LOPEZ,2
SOCIEDAD CONCESIONARIA SALUD SIGLO XXI S.A.,ORTEGA,3
SOCIEDAD CONCESIONARIA SALUD SIGLO XXI S.A.,SILVA,2
SOCIEDAD CONCESIONARIA SAN JOSE-TECNOCONTROL S.A.,ALVAREZ,2
SOCIEDAD CONCESIONARIA SAN JOSE-TECNOCONTROL S.A.,GOMEZ,2
SOCIEDAD CONCESIONARIA SAN JOSE-TECNOCONTROL S.A.,GONZALEZ,2
SOCIEDAD CONCESIONARIA VESPUCIO NORTE EXPRESS S.A.,CASTRO,4
SOCIEDAD CONCESIONARIA VESPUCIO NORTE EXPRESS S.A.,DEL SOLAR,2
SOCIEDAD CONCESIONARIA VESPUCIO NORTE EXPRESS S.A.,GARCIA,3
SOCIEDAD CONCESIONARIA VESPUCIO NORTE EXPRESS S.A.,GOMEZ,2
SOCIEDAD CONCESIONARIA VESPUCIO NORTE EXPRESS S.A.,IBANEZ,2
SOCIEDAD CONCESIONARIA VESPUCIO NORTE EXPRESS S.A.,MARTINEZ,3
SOCIEDAD CONCESIONARIA VESPUCIO NORTE EXPRESS S.A.,SANTOS,2
SOCIEDAD DE ARTESANOS SANTA LUCIA S.A.,BRAVO,2
SOCIEDAD DE ARTESANOS SANTA LUCIA S.A.,ESPINOZA,2
SOCIEDAD DE ARTESANOS SANTA LUCIA S.A.,LEON,2
SOCIEDAD DE ARTESANOS SANTA LUCIA S.A.,MOLINA,3
SOCIEDAD DE ARTESANOS SANTA LUCIA S.A.,RIVERA,2
SOCIEDAD DE ARTESANOS SANTA LUCIA S.A.,VALENCIA,2
SOCIEDAD DE DEPORTES PALESTINA S.A.,MAJLUF,2
SOCIEDAD DE DEPORTES PALESTINA S.A.,SABAG,2
SOCIEDAD DE INVERSIONES CAMPOS CHILENOS S.A.,VARELA,2
SOCIEDAD DE INVERSIONES NORTE SUR S.A.,CORREA,2
SOCIEDAD DE INVERSIONES ORO BLANCO S.A.,LEROU,2
SOCIEDAD DE INVERSIONES ORO BLANCO S.A.,PONCE,4
SOCIEDAD DE INVERSIONES ORO BLANCO S.A.,VALENZUELA,2
SOCIEDAD DE INVERSIONES PAMPA CALICHERA S.A.,GUERRERO,2
SOCIEDAD DE INVERSIONES PAMPA CALICHERA S.A.,LEROU,2
SOCIEDAD DE INVERSIONES PAMPA CALICHERA S.A.,PONCE,6
SOCIEDAD DE INVERSIONES PAMPA CALICHERA S.A.,VALENZUELA,2
SOCIEDAD DE RECREACION EL ARRAYAN S.A.,CONTRERAS,2
SOCIEDAD DE RECREACION EL ARRAYAN S.A.,GONZALEZ,2
SOCIEDAD DE RENTAS COMERCIALES S.A.,DEL RIO,3
SOCIEDAD DE RENTAS COMERCIALES S.A.,GOUDIE,3
SOCIEDAD HIPODROMO CHILE S.A.,SOLARI,2
SOCIEDAD INMOBILIARIA AUTODROMO Y CAMPO DE DEPORTES LAS VIZCACHAS LIMITADA Y COMPAÑIA POR ACCIONES,EGUIGUREN,2
SOCIEDAD INMOBILIARIA AUTODROMO Y CAMPO DE DEPORTES LAS VIZCACHAS LIMITADA Y COMPAÑIA POR ACCIONES,GANA,3
SOCIEDAD INMOBILIARIA BELLAVISTA S.A.,VERGARA,2
SOCIEDAD INMOBILIARIA VIÑA DEL MAR S.A.,MOLINA,2
SOCIEDAD MATRIZ SAAM S.A.,GUTIERREZ,2
SOCIEDAD MATRIZ SAAM S.A.,LUKSIC,2
SOCIEDAD NACIONAL DE OLEODUCTOS S.A.,ALVAREZ,2
SOCIEDAD PESQUERA COLOSO S.A.,LECAROS,2
SOCIEDAD PESQUERA COLOSO S.A.,MENENDEZ,2
SOCIEDAD PROCESADORA DE LECHE DEL SUR S.A.,ALCALDE,3
SOCIEDAD PROCESADORA DE LECHE DEL SUR S.A.,UNDURRAGA,2
SOCIEDAD PUNTA DEL COBRE S.A.,FERNANDEZ,2
SOCIEDAD PUNTA DEL COBRE S.A.,HURTADO,2
SOCIEDAD PUNTA DEL COBRE S.A.,IZQUIERDO,2
SOCIEDAD PUNTA DEL COBRE S.A.,MACAULIFFE,2
SOCIEDAD PUNTA DEL COBRE S.A.,VICUNA,2
SOCIEDAD QUIMICA Y MINERA DE CHILE S.A.,LEROU,2
SOCIEDAD QUIMICA Y MINERA DE CHILE S.A.,PONCE,2
SOCIEDAD RECREATIVA Y DEPORTIVA UNIVERSIDAD DE CONCEPCION S.A.,VERGARA,2
SODIMAC S.A.,CUNEO,2
SODIMAC S.A.,DEL RIO,2
SODIMAC S.A.,GOUDIE,2
SODIMAC S.A.,SOLARI,6
SONDA S.A.,BETTELEY,2
SONDA S.A.,CORREA,2
SONDA S.A.,NAVARRO,4
SOPROCAL CALERIAS E INDUSTRIAS S.A.,ROZAS,3
SOQUIMICH COMERCIAL S.A.,GONZALEZ,2
SOQUIMICH COMERCIAL S.A.,LEROU,2
SOQUIMICH COMERCIAL S.A.,PONCE,3
STADIO ITALIANO DI CONCEPCION S.A.,SAEZ,2
SUN DREAMS S.A.,FISCHER,2
TANNER CORREDORES DE BOLSA DE PRODUCTOS S.A.,SABAG,2
TANNER CORREDORES DE BOLSA S.A.,CASTRO,2
TANNER SERVICIOS FINANCIEROS S.A.,DIAZ,2
TANNER SERVICIOS FINANCIEROS S.A.,MASSU,4
TANNER SERVICIOS FINANCIEROS S.A.,SABAG,2
TECNO FAST S.A.,DEL RIO,2
TECNO FAST S.A.,LARRAIN,2
TELEFONICA CHILE S.A.,FIGUEROA,2
TELEFONICA CHILE S.A.,SERRA,2
TELEFONICA MOVILES CHILE S.A.,SERRA,2
TRANSA SECURITIZADORA S.A.,GARDEWEG,2
TRANSA SECURITIZADORA S.A.,LARRAIN,2
TRANSA SECURITIZADORA S.A.,MARIN,2
TRANSA SECURITIZADORA S.A.,RIED,2
TRANSELEC S.A.,BAMBACH,3
TRANSELEC S.A.,LIRA,2
TRANSELEC S.A.,MUNITA,2
TRANSELEC S.A.,VALDES,2
UNION EL GOLF S.A.,IRARRAZAVAL,2
UNION INMOBILIARIA S.A.,CAMUS,2
UNION INMOBILIARIA S.A.,LIRA,2
UNION INMOBILIARIA S.A.,OVALLE,3
"VALORES SECURITY S.A., CORREDORES DE BOLSA",OLIVARES,2
VALPARAISO SPORTING CLUB S.A.,CASTRO,2
VECTOR CAPITAL CORREDORES DE BOLSA S.A.,ROJAS,2
VIAS CHILE S.A.,MORALES,2
VIVOCORP S.A.,GUZMAN,2
VIVOCORP S.A.,SAIEH,2
VIÑA CONCHA Y TORO S.A.,GANA,2
VIÑA CONCHA Y TORO S.A.,GUILISASTI,2
VIÑA CONCHA Y TORO S.A.,LARRAIN,2
VIÑA CONCHA Y TORO S.A.,MARIN,2
VIÑA CONCHA Y TORO S.A.,SANTA MARIA,2
VIÑA LOS VASCOS S.A.,CLARO,2
VIÑA LOS VASCOS S.A.,CORREA,2
VIÑA LOS VASCOS S.A.,GONZALEZ,2
VIÑA LOS VASCOS S.A.,VALDES,2
VIÑA SAN PEDRO TARAPACA S.A.,MACKENNA,2
VIÑEDOS EMILIANA S.A.,GANA,5
VIÑEDOS EMILIANA S.A.,GUILISASTI,4
VIÑEDOS EMILIANA S.A.,LARRAIN,2
VIÑEDOS EMILIANA S.A.,MORANDE,2
VOLCOM SECURITIZADORA S.A.,BULNES,2
VOLCOM SECURITIZADORA S.A.,VALDES,2
VOLCOMCAPITAL ADMINISTRADORA GENERAL DE FONDOS S.A.,ANINAT,2
VOLCOMCAPITAL ADMINISTRADORA GENERAL DE FONDOS S.A.,BULNES,3
VOLCOMCAPITAL ADMINISTRADORA GENERAL DE FONDOS S.A.,LARRAIN,3
VOLCOMCAPITAL ADMINISTRADORA GENERAL DE FONDOS S.A.,VALDES,3
WATTS S.A.,BILBAO,2
WATTS S.A.,CRUZAT,3
WATTS S.A.,ECHEVERRIA,2
WATTS S.A.,HORMAECHE,2
WATTS S.A.,LARRAIN,4
WEG ADMINISTRADORA GENERAL DE FONDOS S.A.,ALVAREZ,2
WEG ADMINISTRADORA GENERAL DE FONDOS S.A.,BULNES,2
XLC ADMINISTRADORA GENERAL DE FONDOS S.A.,ALVAREZ,2
ZONA FRANCA DE IQUIQUE S.A.,GONZALEZ,2
ZONA FRANCA DE IQUIQUE S.A.,ROJAS,2
